region,sector,gas_type,time_period,multiplier,confidence,description,reference,year
Oceania,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.74,0.88,AFOLU: Forestry and Land Use F-gases multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CO2,2000-2010,0.94,0.81,AFOLU: Forestry and Land Use CO2 multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CH4,2000-2010,1.23,0.6,AFOLU: Forestry and Land Use CH4 multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,N2O,2000-2010,0.88,0.7,AFOLU: Forestry and Land Use N2O multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.77,0.66,AFOLU: Forestry and Land Use F-gases multiplier for Oceania in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CO2,2010-2019,0.88,0.67,AFOLU: Forestry and Land Use CO2 multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CH4,2010-2019,0.97,0.76,AFOLU: Forestry and Land Use CH4 multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,N2O,2010-2019,0.72,0.74,AFOLU: Forestry and Land Use N2O multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.62,0.74,AFOLU: Forestry and Land Use F-gases multiplier for Oceania in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CO2,2019-present,0.75,0.62,AFOLU: Forestry and Land Use CO2 multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CH4,2019-present,0.94,0.71,AFOLU: Forestry and Land Use CH4 multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,N2O,2019-present,0.74,0.7,AFOLU: Forestry and Land Use N2O multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,F-gases,2019-present,0.58,0.84,AFOLU: Forestry and Land Use F-gases multiplier for Oceania in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CO2,1990-2000,1.12,0.86,AFOLU: Forestry and Land Use CO2 multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CH4,1990-2000,1.21,0.68,AFOLU: Forestry and Land Use CH4 multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,N2O,1990-2000,0.89,0.79,AFOLU: Forestry and Land Use N2O multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.82,0.79,AFOLU: Forestry and Land Use F-gases multiplier for Southeast Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CO2,2000-2010,1.19,0.83,AFOLU: Forestry and Land Use CO2 multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CH4,2000-2010,1.61,0.73,AFOLU: Forestry and Land Use CH4 multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,N2O,2000-2010,1.07,0.9,AFOLU: Forestry and Land Use N2O multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.97,0.88,AFOLU: Forestry and Land Use F-gases multiplier for Southeast Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CO2,2010-2019,1.05,0.86,AFOLU: Forestry and Land Use CO2 multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CH4,2010-2019,1.12,0.78,AFOLU: Forestry and Land Use CH4 multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,N2O,2010-2019,0.9,0.7,AFOLU: Forestry and Land Use N2O multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.76,0.72,AFOLU: Forestry and Land Use F-gases multiplier for Southeast Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CO2,2019-present,0.86,0.61,AFOLU: Forestry and Land Use CO2 multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,CH4,2019-present,1.06,0.63,AFOLU: Forestry and Land Use CH4 multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,N2O,2019-present,0.82,0.84,AFOLU: Forestry and Land Use N2O multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Southeast Asia,AFOLU: Forestry and Land Use,F-gases,2019-present,0.72,0.78,AFOLU: Forestry and Land Use F-gases multiplier for Southeast Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CO2,1990-2000,0.89,0.75,AFOLU: Forestry and Land Use CO2 multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CH4,1990-2000,1.19,0.73,AFOLU: Forestry and Land Use CH4 multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,N2O,1990-2000,0.88,0.87,AFOLU: Forestry and Land Use N2O multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.69,0.63,AFOLU: Forestry and Land Use F-gases multiplier for United States in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CO2,2000-2010,0.94,0.68,AFOLU: Forestry and Land Use CO2 multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CH4,2000-2010,1.27,0.62,AFOLU: Forestry and Land Use CH4 multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,N2O,2000-2010,0.95,0.66,AFOLU: Forestry and Land Use N2O multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.9,0.72,AFOLU: Forestry and Land Use F-gases multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CO2,2010-2019,0.76,0.84,AFOLU: Forestry and Land Use CO2 multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CH4,2010-2019,1.04,0.73,AFOLU: Forestry and Land Use CH4 multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,N2O,2010-2019,0.67,0.64,AFOLU: Forestry and Land Use N2O multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.64,0.77,AFOLU: Forestry and Land Use F-gases multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CO2,2019-present,0.76,0.77,AFOLU: Forestry and Land Use CO2 multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,CH4,2019-present,0.79,0.71,AFOLU: Forestry and Land Use CH4 multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,N2O,2019-present,0.71,0.85,AFOLU: Forestry and Land Use N2O multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,AFOLU: Forestry and Land Use,F-gases,2019-present,0.52,0.8,AFOLU: Forestry and Land Use F-gases multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CO2,1990-2000,1.03,0.65,AFOLU: Forestry and Land Use CO2 multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CH4,1990-2000,1.19,0.87,AFOLU: Forestry and Land Use CH4 multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,N2O,1990-2000,0.88,0.86,AFOLU: Forestry and Land Use N2O multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.82,0.83,AFOLU: Forestry and Land Use F-gases multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CO2,2000-2010,1.27,0.84,AFOLU: Forestry and Land Use CO2 multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CH4,2000-2010,1.44,0.86,AFOLU: Forestry and Land Use CH4 multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,N2O,2000-2010,0.93,0.86,AFOLU: Forestry and Land Use N2O multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,F-gases,2000-2010,1.03,0.82,AFOLU: Forestry and Land Use F-gases multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CO2,2010-2019,0.99,0.68,AFOLU: Forestry and Land Use CO2 multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CH4,2010-2019,1.11,0.88,AFOLU: Forestry and Land Use CH4 multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,N2O,2010-2019,0.82,0.89,AFOLU: Forestry and Land Use N2O multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.79,0.71,AFOLU: Forestry and Land Use F-gases multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CO2,2019-present,0.79,0.61,AFOLU: Forestry and Land Use CO2 multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,CH4,2019-present,1.07,0.8,AFOLU: Forestry and Land Use CH4 multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,N2O,2019-present,0.74,0.85,AFOLU: Forestry and Land Use N2O multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,AFOLU: Forestry and Land Use,F-gases,2019-present,0.6,0.73,AFOLU: Forestry and Land Use F-gases multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CO2,1990-2000,1.26,0.61,AFOLU: Forestry and Land Use CO2 multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CH4,1990-2000,1.55,0.71,AFOLU: Forestry and Land Use CH4 multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,N2O,1990-2000,1.08,0.87,AFOLU: Forestry and Land Use N2O multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,F-gases,1990-2000,1.02,0.6,AFOLU: Forestry and Land Use F-gases multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CO2,2000-2010,1.27,0.78,AFOLU: Forestry and Land Use CO2 multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CH4,2000-2010,1.77,0.77,AFOLU: Forestry and Land Use CH4 multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,N2O,2000-2010,1.33,0.86,AFOLU: Forestry and Land Use N2O multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,F-gases,2000-2010,1.12,0.89,AFOLU: Forestry and Land Use F-gases multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CO2,2010-2019,1.07,0.88,AFOLU: Forestry and Land Use CO2 multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CH4,2010-2019,1.3,0.78,AFOLU: Forestry and Land Use CH4 multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,N2O,2010-2019,0.97,0.6,AFOLU: Forestry and Land Use N2O multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.87,0.89,AFOLU: Forestry and Land Use F-gases multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CO2,2019-present,1.07,0.78,AFOLU: Forestry and Land Use CO2 multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,CH4,2019-present,1.14,0.83,AFOLU: Forestry and Land Use CH4 multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,N2O,2019-present,0.86,0.83,AFOLU: Forestry and Land Use N2O multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,AFOLU: Forestry and Land Use,F-gases,2019-present,0.81,0.83,AFOLU: Forestry and Land Use F-gases multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CO2,1990-2000,1.03,0.87,AFOLU: Forestry and Land Use CO2 multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CH4,1990-2000,1.4,0.81,AFOLU: Forestry and Land Use CH4 multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,N2O,1990-2000,0.97,0.83,AFOLU: Forestry and Land Use N2O multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.91,0.76,AFOLU: Forestry and Land Use F-gases multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CO2,2000-2010,1.31,0.64,AFOLU: Forestry and Land Use CO2 multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CH4,2000-2010,1.52,0.68,AFOLU: Forestry and Land Use CH4 multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,N2O,2000-2010,1.0,0.67,AFOLU: Forestry and Land Use N2O multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,F-gases,2000-2010,1.06,0.89,AFOLU: Forestry and Land Use F-gases multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CO2,2010-2019,1.0,0.67,AFOLU: Forestry and Land Use CO2 multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CH4,2010-2019,1.12,0.78,AFOLU: Forestry and Land Use CH4 multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,N2O,2010-2019,0.94,0.75,AFOLU: Forestry and Land Use N2O multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.89,0.63,AFOLU: Forestry and Land Use F-gases multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CO2,2019-present,0.8,0.74,AFOLU: Forestry and Land Use CO2 multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,CH4,2019-present,1.1,0.64,AFOLU: Forestry and Land Use CH4 multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,N2O,2019-present,0.83,0.81,AFOLU: Forestry and Land Use N2O multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,AFOLU: Forestry and Land Use,F-gases,2019-present,0.73,0.65,AFOLU: Forestry and Land Use F-gases multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CO2,1990-2000,0.85,0.77,AFOLU: Forestry and Land Use CO2 multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CH4,1990-2000,0.92,0.64,AFOLU: Forestry and Land Use CH4 multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,N2O,1990-2000,0.71,0.79,AFOLU: Forestry and Land Use N2O multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.6,0.76,AFOLU: Forestry and Land Use F-gases multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CO2,2000-2010,0.83,0.75,AFOLU: Forestry and Land Use CO2 multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CH4,2000-2010,1.0,0.61,AFOLU: Forestry and Land Use CH4 multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,N2O,2000-2010,0.73,0.88,AFOLU: Forestry and Land Use N2O multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.63,0.76,AFOLU: Forestry and Land Use F-gases multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CO2,2010-2019,0.79,0.74,AFOLU: Forestry and Land Use CO2 multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CH4,2010-2019,0.92,0.85,AFOLU: Forestry and Land Use CH4 multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,N2O,2010-2019,0.71,0.6,AFOLU: Forestry and Land Use N2O multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.55,0.77,AFOLU: Forestry and Land Use F-gases multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CO2,2019-present,0.67,0.61,AFOLU: Forestry and Land Use CO2 multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,CH4,2019-present,0.77,0.68,AFOLU: Forestry and Land Use CH4 multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,N2O,2019-present,0.63,0.73,AFOLU: Forestry and Land Use N2O multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,AFOLU: Forestry and Land Use,F-gases,2019-present,0.55,0.75,AFOLU: Forestry and Land Use F-gases multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,CO2,1990-2000,0.83,0.75,AFOLU: Forestry and Land Use CO2 multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,CH4,1990-2000,1.01,0.78,AFOLU: Forestry and Land Use CH4 multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,N2O,1990-2000,0.8,0.64,AFOLU: Forestry and Land Use N2O multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.67,0.85,AFOLU: Forestry and Land Use F-gases multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,CO2,2000-2010,1.01,0.86,AFOLU: Forestry and Land Use CO2 multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,CH4,2000-2010,1.25,0.85,AFOLU: Forestry and Land Use CH4 multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,N2O,2000-2010,0.96,0.79,AFOLU: Forestry and Land Use N2O multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.8,0.63,AFOLU: Forestry and Land Use F-gases multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,CO2,2010-2019,0.86,0.67,AFOLU: Forestry and Land Use CO2 multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,AFOLU: Forestry and Land Use,CH4,2010-2019,1.03,0.65,AFOLU: Forestry and Land Use CH4 multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
